254,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Onsets,611,1053,1630,2072,2667,3209,3614,4077,4640,5016,5533,5964,6398,6822,7196,7726,8241,8698,9036,9503,9825,10340,10910,11280,11710,12090,12420,12780,13160,,,,,,,,,,,,,
255,Offsets,865,1376,1914,2412,2923,3408,3898,4402,4894,5244,5778,6211,6559,7067,7476,7966,8505,8861,9301,9718,10130,10610,11160,11380,11900,12200,12580,12950,13340,,,,,,,,,,,,,
257,Onsets,8215,8484,8816,9200,9502,9919,10320,10970,11790,12060,12620,14010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Offsets,8354,8685,8990,9353,9704,10080,10490,11070,11900,12170,12800,14180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Onsets,205,595,963,1387,1830,2179,5733,6442,7004,7645,8293,8795,9367,9881,14630,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Offsets,443,846,1234,1607,2046,2433,6084,6782,7362,8014,8553,9126,9687,10200,14920,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Onsets,131,621,1283,1945,2436,3047,3641,4057,4463,5026,5674,6227,6831,7221,8482,8810,9322,12000,12570,13250,,,,,,,,,,,,,,,,,,,,,,
272,Offsets,359,932,1519,2220,2706,3312,3879,4298,4712,5404,5925,6400,7014,7571,8677,9160,9468,12480,12690,13760,,,,,,,,,,,,,,,,,,,,,,
275,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Onsets,6458,7374,7965,8604,9074,9657,10230,10900,11670,12230,12910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Offsets,6787,7677,8228,8921,9334,9953,10560,11320,11980,12550,13280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Onsets,640,920,1322,1661,2375,3476,5038,5932,6626,10990,11610,12550,12830,13400,13870,14320,14720,15250,15600,15870,16420,16970,17520,18090,18450,18990,,,,,,,,,,,,,,,,
278,Offsets,832,1083,1434,1871,2579,4159,5262,6145,6925,11200,12220,12760,13100,13760,14140,14550,14840,15430,15690,16100,16610,17170,17710,18270,18700,19220,,,,,,,,,,,,,,,,
283,Onsets,43,302,677,967,1225,1476,1780,2021,2267,2690,3115,3573,3899,4193,4447,4780,5136,5480,9029,9277,9493,9695,10080,10400,10680,10920,11280,11560,11800,12240,12840,13580,13860,,,,,,,,,
283,Offsets,201,497,870,1165,1359,1658,1935,2182,2406,2822,3419,3762,4073,4359,4596,4945,5358,5604,9190,9405,9605,10020,10170,10620,10820,11160,11490,11710,12000,12430,13330,13760,14020,,,,,,,,,
285,Onsets,583,1212,1720,2345,6952,7569,8510,9303,9729,10230,10950,11490,12310,12710,13020,13580,14300,,,,,,,,,,,,,,,,,,,,,,,,,
285,Offsets,870,1481,1969,2601,7254,8052,9065,9518,9986,10490,11230,11940,12560,12870,13310,13840,14550,,,,,,,,,,,,,,,,,,,,,,,,,
287,Onsets,9186,9722,12060,13280,13810,16100,16630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Offsets,9400,9986,12340,13690,14190,16380,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Onsets,3869,4240,5255,5602,5894,6448,7508,7950,8372,8908,9321,9716,10300,10910,11310,11770,12200,13020,13540,14210,14620,14970,,,,,,,,,,,,,,,,,,,,
290,Offsets,4039,4584,5508,5777,6255,6706,7773,8155,8667,9106,9534,9880,10610,11190,11550,12030,12530,13300,13870,14430,14860,15220,,,,,,,,,,,,,,,,,,,,
291,Onsets,73,424,704,1123,1501,1927,2289,2594,2872,3208,3626,3898,4186,4612,4938,5200,5631,5946,6309,6876,7321,7617,8033,8189,8500,8724,8947,9285,9645,,,,,,,,,,,,,
291,Offsets,277,618,956,1419,1700,2183,2492,2798,3062,3431,3800,4054,4451,4811,5064,5495,5838,6119,6719,7139,7479,7804,8108,8393,8655,8867,9209,9466,9801,,,,,,,,,,,,,
299,Onsets,999,2160,2899,3739,4564,6058,6869,7631,8457,9888,10730,12000,12900,13710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Offsets,1582,2539,3302,4170,5585,6416,7246,8011,8837,10230,11010,12550,13170,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Onsets,3775,4505,5128,5825,6528,6983,7861,8511,9203,9814,10870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Offsets,4092,4857,5506,6130,6805,7388,8140,8844,9457,10200,11120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
